col-coord,row-coord,isTower,filename,h_params,s_params,v_params,r_params,g_params,b_params,dissimilarity_params,contrast_params,homogeneity_params,ASM_params,energy_params,correlation_params
4758,3229,Yes,DSC00306.JPG,0.07407407407407406,0.2238805970149253,0.788235294117647,201,176,156,"[[1212 1971]
 [1111 2352]
 [ 983 2787]]","[[15196 37395]
 [16163 57280]
 [15767 91513]]","[[16.13426307 11.57582629]
 [11.14331366  4.52221864]
 [ 7.65250963  0.36219177]]","[[172 166]
 [128 140]
 [102 112]]","[[13.11487705 12.88409873]
 [11.3137085  11.83215957]
 [10.09950494 10.58300524]]","[[0.99999994 0.99999992]
 [0.9999999  0.99999988]
 [0.99999982 0.99999979]]"
4662,3038,Yes,DSC00306.JPG,0.0555555555555556,0.19148936170212771,0.7372549019607844,188,164,152,"[[2084 4328]
 [2079 3972]
 [1624 2490]]","[[ 45914 182498]
 [ 57391 181716]
 [ 51214  89278]]","[[13.22428439  5.12590746]
 [ 7.73439071  2.33117816]
 [ 6.98647403  4.06039999]]","[[158 158]
 [134 128]
 [100 102]]","[[12.56980509 12.56980509]
 [11.5758369  11.3137085 ]
 [10.         10.09950494]]","[[0.99999985 0.99999936]
 [0.99999967 0.99999875]
 [0.99999946 0.9999987 ]]"
4631,2986,Yes,DSC00306.JPG,0.07070707070707061,0.17460317460317457,0.7411764705882353,189,170,156,"[[2126 2275]
 [2461 2124]
 [2213 1755]]","[[50942 59245]
 [72373 56818]
 [69229 50387]]","[[12.42578701 11.37870047]
 [ 8.12088202  5.17499338]
 [ 5.95077093  5.38556187]]","[[168 168]
 [140 132]
 [108 102]]","[[12.9614814  12.9614814 ]
 [11.83215957 11.48912529]
 [10.39230485 10.09950494]]","[[0.99999978 0.99999973]
 [0.99999951 0.99999953]
 [0.99999914 0.99999912]]"
4229,3736,Yes,DSC00306.JPG,0.0944444444444444,0.1449275362318841,0.8117647058823529,207,194,177,"[[1653 4168]
 [1761 4743]
 [1557 3871]]","[[ 31237 148608]
 [ 39705 225785]
 [ 36649 200017]]","[[14.15602685  2.46772484]
 [ 7.51778228  2.05913531]
 [ 4.24509146  1.30246682]]","[[168 166]
 [132 136]
 [100 100]]","[[12.9614814  12.88409873]
 [11.48912529 11.66190379]
 [10.         10.        ]]","[[0.99999987 0.99999937]
 [0.9999997  0.99999824]
 [0.99999943 0.99999648]]"
4377,3725,Yes,DSC00306.JPG,0.062189054726368154,0.6146788990825687,0.42745098039215684,109,67,42,"[[1027 1186]
 [1003 1305]
 [ 989 1293]]","[[11097 13882]
 [11029 19169]
 [13559 23093]]","[[20.92912793 17.27697692]
 [ 8.73708718 11.50442992]
 [ 4.75302262  7.74724597]]","[[184 170]
 [144 156]
 [114 106]]","[[13.56465997 13.03840481]
 [12.         12.489996  ]
 [10.67707825 10.29563014]]","[[0.99999984 0.99999982]
 [0.9999998  0.99999966]
 [0.99999956 0.99999947]]"
4515,3767,Yes,DSC00306.JPG,0.06321839080459773,0.37419354838709673,0.6078431372549019,155,119,97,"[[ 2525  7300]
 [ 2596 10236]
 [ 2219 11227]]","[[  95673  600848]
 [ 106942 1171048]
 [  92699 1486221]]","[[10.63211277  4.79215987]
 [ 6.82983183  1.2023426 ]
 [ 4.24257627  0.54149041]]","[[156 154]
 [126 130]
 [100 100]]","[[12.489996   12.40967365]
 [11.22497216 11.40175425]
 [10.         10.        ]]","[[0.99999927 0.99999676]
 [0.99999849 0.99999359]
 [0.99999717 0.99999462]]"
4641,3767,Yes,DSC00306.JPG,0.06493506493506494,0.5923076923076922,0.5098039215686274,130,83,53,"[[771 867]
 [745 793]
 [637 707]]","[[ 6101 10053]
 [ 7395  8715]
 [ 7815  9251]]","[[24.34823933 36.32124211]
 [23.00273022 21.06734506]
 [15.53718707 13.23871123]]","[[284 326]
 [200 218]
 [132 136]]","[[16.85229955 18.05547009]
 [14.14213562 14.76482306]
 [11.48912529 11.66190379]]","[[0.9999999  0.99999986]
 [0.99999978 0.99999979]
 [0.99999952 0.99999954]]"
4853,3778,Yes,DSC00306.JPG,0.05555555555555558,0.39622641509433965,0.41568627450980394,106,78,64,"[[1563 1665]
 [1618 2015]
 [1424 2184]]","[[29053 32071]
 [37512 51699]
 [35714 66276]]","[[15.02071549 13.58440267]
 [ 8.47206322  7.66306608]
 [ 6.75794712  1.06599345]]","[[180 176]
 [146 140]
 [108 114]]","[[13.41640786 13.26649916]
 [12.08304597 11.83215957]
 [10.39230485 10.67707825]]","[[0.99999952 0.99999963]
 [0.99999903 0.99999937]
 [0.99999869 0.99999902]]"
4948,3767,Yes,DSC00306.JPG,0.06329113924050633,0.6370967741935484,0.48627450980392156,124,75,45,"[[1048 1058]
 [1029 1195]
 [ 880 1102]]","[[11204 12558]
 [11947 19335]
 [12064 21068]]","[[20.13852608 19.69356184]
 [12.43065724 14.59383334]
 [ 9.77494553 11.58261083]]","[[196 194]
 [166 142]
 [104 110]]","[[14.         13.92838828]
 [12.88409873 11.91637529]
 [10.19803903 10.48808848]]","[[0.9999998  0.9999998 ]
 [0.99999962 0.99999951]
 [0.9999992  0.99999912]]"
4050,788,Yes,DSC00306.JPG,0.006172839506172867,0.3802816901408451,0.2784313725490196,71,45,44,"[[ 989  991]
 [1027 1070]
 [1022 1068]]","[[12333 12329]
 [13985 17064]
 [16986 21672]]","[[22.01532059 24.8839957 ]
 [18.26982608 19.08048114]
 [ 6.61159971 12.00366791]]","[[214 250]
 [188 170]
 [124 124]]","[[14.62873884 15.8113883 ]
 [13.7113092  13.03840481]
 [11.13552873 11.13552873]]","[[0.99999938 0.99999943]
 [0.99999888 0.99999891]
 [0.99999714 0.99999736]]"
4050,630,Yes,DSC00306.JPG,0.020833333333333353,0.41379310344827586,0.22745098039215686,58,37,34,"[[705 541]
 [713 507]
 [567 495]]","[[5299 2909]
 [6093 2921]
 [4637 3649]]","[[28.91269939 34.06708337]
 [16.33097467 22.77874234]
 [13.35039127 16.08580398]]","[[260 272]
 [186 196]
 [136 144]]","[[16.1245155  16.4924225 ]
 [13.6381817  14.        ]
 [11.66190379 12.        ]]","[[0.99999957 0.9999998 ]
 [0.99999912 0.99999969]
 [0.99999867 0.99999929]]"
4039,493,Yes,DSC00306.JPG,0.0357142857142857,0.39999999999999997,0.4117647058823529,105,72,63,"[[1534 1245]
 [1977 1385]
 [2126 1388]]","[[27334 17675]
 [47581 23547]
 [68440 28354]]","[[15.43996093 20.64706823]
 [ 6.97399111  8.37295439]
 [ 3.85755588  7.03978566]]","[[176 188]
 [140 138]
 [104 102]]","[[13.26649916 13.7113092 ]
 [11.83215957 11.74734012]
 [10.19803903 10.09950494]]","[[0.99999968 0.99999969]
 [0.99999933 0.99999932]
 [0.99999822 0.99999839]]"
3986,345,Yes,DSC00306.JPG,0.03846153846153847,0.456140350877193,0.4470588235294118,114,74,62,"[[1147  808]
 [1217  774]
 [1055  593]]","[[13789  6320]
 [17167  7272]
 [17301  5629]]","[[26.41642833 25.16367656]
 [10.09889537 19.43511305]
 [ 8.27214404 15.71583069]]","[[186 192]
 [146 152]
 [116 112]]","[[13.6381817  13.85640646]
 [12.08304597 12.32882801]
 [10.77032961 10.58300524]]","[[0.99999977 0.99999987]
 [0.99999957 0.99999975]
 [0.99999938 0.99999963]]"
4008,207,Yes,DSC00306.JPG,0.04814814814814814,0.48913043478260865,0.3607843137254902,92,60,47,"[[949 812]
 [802 733]
 [557 679]]","[[10283  8724]
 [ 8362  7077]
 [ 5007  6997]]","[[27.95594052 31.47832122]
 [16.36360292 22.16544075]
 [16.40348207 10.85194086]]","[[230 242]
 [176 182]
 [132 124]]","[[15.16575089 15.55634919]
 [13.26649916 13.49073756]
 [11.48912529 11.13552873]]","[[0.9999997  0.99999976]
 [0.99999955 0.99999965]
 [0.99999944 0.99999932]]"
4293,81,Yes,DSC00306.JPG,0.03508771929824561,0.48101265822784806,0.30980392156862746,79,49,41,"[[629 749]
 [594 653]
 [471 473]]","[[4743 5841]
 [4900 5189]
 [3823 3721]]","[[38.26517112 29.03838348]
 [24.41999921 20.39664726]
 [18.39619446 22.51019669]]","[[272 290]
 [182 202]
 [138 158]]","[[16.4924225  17.02938637]
 [13.49073756 14.2126704 ]
 [11.74734012 12.56980509]]","[[0.99999977 0.99999971]
 [0.99999956 0.99999955]
 [0.99999927 0.99999941]]"
4324,292,Yes,DSC00306.JPG,0.04999999999999999,0.4651162790697675,0.33725490196078434,86,58,46,"[[615 765]
 [478 588]
 [367 485]]","[[4007 6059]
 [2906 4646]
 [2511 3619]]","[[36.17607859 28.8055307 ]
 [29.46134    26.5057805 ]
 [27.58992524 17.56086534]]","[[290 252]
 [202 184]
 [156 146]]","[[17.02938637 15.87450787]
 [14.2126704  13.56465997]
 [12.489996   12.08304597]]","[[0.99999986 0.99999979]
 [0.99999981 0.99999974]
 [0.99999965 0.99999969]]"
4324,577,Yes,DSC00306.JPG,0.04263565891472867,0.4886363636363636,0.34509803921568627,88,56,45,"[[486 509]
 [417 414]
 [358 350]]","[[2712 2873]
 [2227 3016]
 [2162 2222]]","[[43.18163148 42.28766745]
 [29.362524   41.52804644]
 [23.69446424 24.77000296]]","[[382 436]
 [324 338]
 [234 180]]","[[19.54482029 20.88061302]
 [18.         18.38477631]
 [15.29705854 13.41640786]]","[[0.9999999  0.9999999 ]
 [0.99999985 0.9999998 ]
 [0.99999969 0.99999968]]"
4335,662,Yes,DSC00306.JPG,0.04471544715447153,0.488095238095238,0.32941176470588235,84,54,43,"[[ 852 1019]
 [ 781  915]
 [ 646  740]]","[[ 7358 11471]
 [ 7095 10315]
 [ 7030  8750]]","[[24.06221331 24.90949755]
 [12.47128123 14.39187112]
 [16.74595976 11.19799756]]","[[214 208]
 [148 164]
 [118 110]]","[[14.62873884 14.4222051 ]
 [12.16552506 12.80624847]
 [10.86278049 10.48808848]]","[[0.9999997  0.99999958]
 [0.99999947 0.99999939]
 [0.99999889 0.99999902]]"
4346,767,Yes,DSC00306.JPG,0.04471544715447153,0.5125,0.3137254901960784,80,50,39,"[[704 806]
 [712 726]
 [624 610]]","[[5730 7006]
 [5922 6902]
 [5656 5856]]","[[32.68813809 29.0392111 ]
 [17.38720828 18.22803885]
 [ 8.85937229 13.50492063]]","[[226 240]
 [182 186]
 [142 116]]","[[15.03329638 15.49193338]
 [13.49073756 13.6381817 ]
 [11.91637529 10.77032961]]","[[0.99999978 0.99999971]
 [0.99999966 0.99999947]
 [0.99999955 0.99999907]]"
4198,2035,Yes,DSC00306.JPG,0.0,0.372093023255814,0.16862745098039217,43,27,27,"[[373 387]
 [258 331]
 [237 209]]","[[1465 1515]
 [ 926 1315]
 [ 901  745]]","[[53.28032041 47.06971021]
 [50.1887098  37.94952917]
 [31.49377767 34.836226  ]]","[[660 532]
 [452 364]
 [266 276]]","[[25.69046516 23.06512519]
 [21.26029163 19.07878403]
 [16.30950643 16.61324773]]","[[0.99999975 0.99999975]
 [0.99999971 0.9999996 ]
 [0.99999941 0.99999951]]"
4166,2088,Yes,DSC00306.JPG,0.04,0.5319148936170213,0.1843137254901961,47,28,22,"[[621 527]
 [541 422]
 [412 362]]","[[3731 3117]
 [3473 2440]
 [2678 2160]]","[[31.64600186 40.46579692]
 [20.50847459 31.74920469]
 [16.97148833 22.6975846 ]]","[[340 366]
 [284 240]
 [174 166]]","[[18.43908891 19.13112647]
 [16.85229955 15.49193338]
 [13.19090596 12.88409873]]","[[0.99999952 0.9999996 ]
 [0.99999921 0.99999943]
 [0.99999882 0.99999891]]"
4113,1929,Yes,DSC00306.JPG,0.055555555555555546,0.5,0.4470588235294118,114,76,57,"[[1023 1183]
 [ 955 1083]
 [ 899  801]]","[[12067 16097]
 [12341 18431]
 [13067 14943]]","[[21.06609497 21.16554277]
 [17.77487183 20.30546951]
 [10.87912735 17.54758955]]","[[206 212]
 [166 156]
 [124 126]]","[[14.35270009 14.56021978]
 [12.88409873 12.489996  ]
 [11.13552873 11.22497216]]","[[0.99999978 0.9999997 ]
 [0.99999959 0.99999938]
 [0.99999909 0.99999894]]"
691,609,No,DSC00306.JPG,0.6123188405797101,0.24598930481283413,0.7333333333333333,141,156,187,"[[400 332]
 [340 272]
 [230 228]]","[[1818 1416]
 [1706 1116]
 [ 934 1016]]","[[47.00183283 60.7521757 ]
 [40.5864458  47.21013912]
 [33.09145652 36.90364347]]","[[730 780]
 [472 542]
 [326 296]]","[[27.01851217 27.92848009]
 [21.72556098 23.28089345]
 [18.05547009 17.20465053]]","[[0.99999999 0.99999999]
 [0.99999998 0.99999999]
 [0.99999998 0.99999998]]"
627,1021,No,DSC00306.JPG,0.6123188405797101,0.2527472527472528,0.7137254901960784,136,151,182,"[[274 277]
 [229 225]
 [189 187]]","[[1052 1101]
 [ 787  749]
 [ 813  725]]","[[70.98111625 68.53664681]
 [52.36420852 52.21953444]
 [43.25059161 38.84980893]]","[[1160 1098]
 [ 730  788]
 [ 448  422]]","[[34.05877273 33.13608305]
 [27.01851217 28.0713377 ]
 [21.16601049 20.54263858]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999998]]"
595,1496,No,DSC00306.JPG,0.6123188405797101,0.2527472527472528,0.7137254901960784,136,151,182,"[[300 317]
 [254 299]
 [215 225]]","[[ 940 1075]
 [ 814 1125]
 [ 731  743]]","[[58.03311728 56.71327137]
 [47.19420325 40.32467409]
 [33.42325303 29.63743427]]","[[688 702]
 [468 570]
 [326 362]]","[[26.2297541  26.4952826 ]
 [21.63330765 23.87467277]
 [18.05547009 19.02629759]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999998]]"
490,1792,No,DSC00306.JPG,0.6098484848484849,0.24043715846994543,0.7176470588235294,139,154,183,"[[351 365]
 [277 350]
 [201 233]]","[[1319 1323]
 [ 951 1496]
 [ 667  901]]","[[53.63849328 48.46283233]
 [40.83459704 36.66575028]
 [36.80901309 34.54958787]]","[[678 570]
 [492 488]
 [292 314]]","[[26.03843313 23.87467277]
 [22.18107301 22.09072203]
 [17.08800749 17.72004515]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999998]
 [0.99999998 0.99999998]]"
342,1063,No,DSC00306.JPG,0.6063829787234042,0.25824175824175827,0.7137254901960784,135,152,182,"[[251 231]
 [152 179]
 [156 142]]","[[735 619]
 [364 519]
 [436 364]]","[[69.00515348 71.70180995]
 [68.36898618 64.16780971]
 [44.43698178 46.21140271]]","[[1502 1628]
 [1108 1022]
 [ 566  580]]","[[38.75564475 40.348482  ]
 [33.28663395 31.96873473]
 [23.79075451 24.08318916]]","[[1.         1.        ]
 [1.         0.99999999]
 [0.99999999 0.99999999]]"
300,1591,No,DSC00306.JPG,0.6098484848484849,0.24043715846994543,0.7176470588235294,139,154,183,"[[327 309]
 [247 278]
 [181 223]]","[[1171 1023]
 [ 825  984]
 [ 587  929]]","[[56.82445151 59.27266479]
 [48.35121683 43.01459215]
 [39.84883698 36.17680083]]","[[652 672]
 [500 476]
 [316 334]]","[[25.53429067 25.92296279]
 [22.36067977 21.81742423]
 [17.77638883 18.27566688]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999999 0.99999999]]"
1757,1697,No,DSC00306.JPG,0.5208333333333334,0.19672131147540983,0.47843137254901963,98,119,122,"[[5825 1365]
 [8193 1558]
 [8941 1473]]","[[ 462913   27247]
 [ 846545   46148]
 [1002995   57481]]","[[10.35433818 22.35646936]
 [ 5.1935946  17.08722635]
 [ 1.7564862   9.68760213]]","[[170 182]
 [130 154]
 [114 116]]","[[13.03840481 13.49073756]
 [11.40175425 12.40967365]
 [10.67707825 10.77032961]]","[[0.99999852 0.99999988]
 [0.99999722 0.99999966]
 [0.99999751 0.99999911]]"
2117,2162,No,DSC00306.JPG,0.5042735042735043,0.3577981651376146,0.42745098039215684,70,108,109,"[[5728 2262]
 [6065 2339]
 [5967 2075]]","[[523420  71514]
 [617917  94341]
 [643399 106303]]","[[10.42532533 16.10015854]
 [ 8.30746275 10.43049009]
 [ 3.66616719  9.67703322]]","[[160 166]
 [144 134]
 [102 102]]","[[12.64911064 12.88409873]
 [12.         11.5758369 ]
 [10.09950494 10.09950494]]","[[0.99999703 0.99999949]
 [0.99999479 0.99999883]
 [0.99999145 0.99999734]]"
2930,2405,No,DSC00306.JPG,0.5032051282051283,0.393939393939394,0.5176470588235295,80,131,132,"[[298 345]
 [264 322]
 [195 295]]","[[ 958 1211]
 [ 904 1236]
 [ 589 1281]]","[[60.70618075 50.35577345]
 [46.47583221 39.36801272]
 [34.15006726 24.37170594]]","[[528 582]
 [400 394]
 [270 308]]","[[22.97825059 24.12467616]
 [20.         19.84943324]
 [16.43167673 17.54992877]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999998]
 [0.99999998 0.99999998]]"
1905,2690,No,DSC00306.JPG,0.5079365079365079,0.29370629370629375,0.5607843137254902,101,141,143,"[[640 600]
 [516 484]
 [375 361]]","[[4228 3720]
 [3180 2806]
 [2337 1853]]","[[32.19716158 34.02393197]
 [24.35053831 26.11418486]
 [25.23511966 18.97228067]]","[[308 304]
 [204 208]
 [158 164]]","[[17.54992877 17.43559577]
 [14.28285686 14.4222051 ]
 [12.56980509 12.80624847]]","[[0.99999997 0.99999997]
 [0.99999996 0.99999996]
 [0.99999994 0.99999994]]"
1916,2605,No,DSC00306.JPG,0.5,0.29411764705882354,0.5333333333333333,96,136,136,"[[1212  797]
 [1137  665]
 [1172  544]]","[[19278  6505]
 [19341  5559]
 [22652  5194]]","[[26.38144405 25.34795979]
 [16.39951792 21.86097243]
 [10.20671956 15.9241788 ]]","[[204 230]
 [172 164]
 [110 110]]","[[14.28285686 15.16575089]
 [13.11487705 12.80624847]
 [10.48808848 10.48808848]]","[[0.99999987 0.99999994]
 [0.99999981 0.99999991]
 [0.99999961 0.99999981]]"
2465,2605,No,DSC00306.JPG,0.5066666666666667,0.3759398496240602,0.5215686274509804,83,131,133,"[[511 624]
 [427 591]
 [362 422]]","[[3755 5286]
 [3039 5119]
 [2786 3550]]","[[51.08898343 46.60479983]
 [38.35797322 28.66245779]
 [28.6414754  23.78557144]]","[[704 536]
 [420 352]
 [300 226]]","[[26.53299832 23.15167381]
 [20.49390153 18.76166304]
 [17.32050808 15.03329638]]","[[0.99999997 0.99999995]
 [0.99999995 0.99999991]
 [0.99999992 0.99999988]]"
2898,2193,No,DSC00306.JPG,0.4895833333333333,0.17391304347826086,0.3607843137254902,76,92,91,"[[4341 4971]
 [5267 7017]
 [5095 7647]]","[[326925 423341]
 [533095 748803]
 [575855 899945]]","[[20.94432479 13.41329542]
 [13.74950785  5.90722815]
 [ 9.42582958  1.4268668 ]]","[[170 158]
 [138 128]
 [100 102]]","[[13.03840481 12.56980509]
 [11.74734012 11.3137085 ]
 [10.         10.09950494]]","[[0.99999884 0.99999852]
 [0.99999673 0.99999611]
 [0.99999308 0.99999209]]"
2402,1623,No,DSC00306.JPG,0.5,0.3458646616541354,0.5215686274509804,87,133,133,"[[477 494]
 [450 397]
 [432 348]]","[[2395 2466]
 [2364 1811]
 [2634 1752]]","[[44.03805945 36.55694979]
 [27.55150344 29.35605467]
 [17.54438781 18.79989037]]","[[332 296]
 [276 230]
 [214 156]]","[[18.22086716 17.20465053]
 [16.61324773 15.16575089]
 [14.62873884 12.489996  ]]","[[0.99999998 0.99999998]
 [0.99999998 0.99999997]
 [0.99999996 0.99999994]]"
3173,1834,No,DSC00306.JPG,0.5,0.3458646616541354,0.5215686274509804,87,133,133,"[[520 564]
 [476 470]
 [324 402]]","[[3312 4018]
 [3532 3198]
 [2166 3078]]","[[40.64942086 39.23471197]
 [29.50299209 31.2495246 ]
 [28.80343923 22.93273812]]","[[396 412]
 [308 276]
 [200 198]]","[[19.89974874 20.29778313]
 [17.54992877 16.61324773]
 [14.14213562 14.07124728]]","[[0.99999997 0.99999996]
 [0.99999994 0.99999995]
 [0.99999992 0.9999999 ]]"
2655,1718,No,DSC00306.JPG,0.6111111111111116,0.01265822784810134,0.9294117647058824,234,235,237,"[[625 431]
 [631 394]
 [602 368]]","[[5009 3261]
 [6041 3294]
 [5968 3100]]","[[39.83042399 51.79629758]
 [28.96947837 42.98133313]
 [13.98615389 30.38027466]]","[[512 484]
 [348 378]
 [228 234]]","[[22.627417   22.        ]
 [18.65475811 19.4422221 ]
 [15.09966887 15.29705854]]","[[0.99999999 0.99999999]
 [0.99999998 0.99999999]
 [0.99999996 0.99999997]]"
2655,1824,No,DSC00306.JPG,0.5032679738562091,0.38931297709923657,0.5137254901960784,80,130,131,"[[423 482]
 [342 419]
 [267 307]]","[[1951 2910]
 [1478 2469]
 [1239 1613]]","[[43.01352252 44.32076483]
 [37.49516687 34.69434556]
 [30.96999549 28.35744199]]","[[472 520]
 [360 334]
 [202 244]]","[[21.72556098 22.8035085 ]
 [18.97366596 18.27566688]
 [14.2126704  15.62049935]]","[[0.99999998 0.99999997]
 [0.99999997 0.99999996]
 [0.99999995 0.99999994]]"
3215,2172,No,DSC00306.JPG,0.49666666666666665,0.38759689922480617,0.5058823529411764,79,129,128,"[[363 387]
 [351 298]
 [324 240]]","[[1659 1693]
 [1465 1240]
 [1498 1080]]","[[55.55061616 52.12389445]
 [33.31666193 44.27300465]
 [20.66506786 35.85017242]]","[[578 462]
 [424 356]
 [312 208]]","[[24.04163056 21.49418526]
 [20.59126028 18.86796226]
 [17.66352173 14.4222051 ]]","[[0.99999998 0.99999998]
 [0.99999998 0.99999998]
 [0.99999996 0.99999996]]"
3247,2468,No,DSC00306.JPG,0.22222222222222202,0.037499999999999985,0.9411764705882353,237,240,231,"[[5800  704]
 [8853  659]
 [9312  666]]","[[ 530292    7296]
 [ 935785    8575]
 [1082966   11118]]","[[ 7.01771806 48.10853851]
 [ 3.37180233 36.47969376]
 [ 1.46172963 22.96100866]]","[[210 252]
 [174 196]
 [116 130]]","[[14.49137675 15.87450787]
 [13.19090596 14.        ]
 [10.77032961 11.40175425]]","[[0.99999852 0.99999997]
 [0.99999651 0.99999994]
 [0.99999492 0.99999984]]"
3247,2574,No,DSC00306.JPG,0.49166666666666653,0.15873015873015872,0.49411764705882355,106,126,125,"[[6134  878]
 [8496  776]
 [8618  716]]","[[513744   8740]
 [907928   7332]
 [976988   8260]]","[[ 9.39271865 22.96764257]
 [ 3.1950524  16.78227492]
 [ 3.08620988 14.42503109]]","[[162 206]
 [138 160]
 [102 110]]","[[12.72792206 14.35270009]
 [11.74734012 12.64911064]
 [10.09950494 10.48808848]]","[[0.99999828 0.99999996]
 [0.99999694 0.99999993]
 [0.9999969  0.99999984]]"
3279,2901,No,DSC00306.JPG,0.49666666666666665,0.38167938931297707,0.5137254901960784,81,131,130,"[[879 823]
 [834 637]
 [673 571]]","[[9463 8579]
 [9262 5839]
 [6759 5959]]","[[33.17883259 30.54352965]
 [19.96426966 22.46775324]
 [12.72693221 14.17974344]]","[[256 278]
 [186 206]
 [154 146]]","[[16.         16.673332  ]
 [13.6381817  14.35270009]
 [12.40967365 12.08304597]]","[[0.99999991 0.99999992]
 [0.99999986 0.9999999 ]
 [0.99999982 0.99999979]]"
1937,588,No,DSC00306.JPG,0.6123188405797101,0.2555555555555556,0.7058823529411765,134,149,180,"[[375 330]
 [310 263]
 [167 203]]","[[1547 1126]
 [1272  983]
 [ 499  837]]","[[51.5653711  53.58768742]
 [39.11504758 50.11294601]
 [43.00642534 38.50330443]]","[[672 624]
 [438 530]
 [344 288]]","[[25.92296279 24.97999199]
 [20.92844954 23.02172887]
 [18.54723699 16.97056275]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999999 0.99999998]]"
1948,905,No,DSC00306.JPG,0.6098484848484849,0.24043715846994543,0.7176470588235294,139,154,183,"[[385 445]
 [322 354]
 [276 256]]","[[1565 2321]
 [1312 1780]
 [1226 1190]]","[[46.89860322 50.34806154]
 [38.25952549 39.60723573]
 [29.22476942 33.53235815]]","[[650 712]
 [422 430]
 [270 266]]","[[25.49509757 26.68332813]
 [20.54263858 20.73644135]
 [16.43167673 16.30950643]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999998]
 [0.99999997 0.99999997]]"
1990,1095,No,DSC00306.JPG,0.6123188405797101,0.2513661202185793,0.7176470588235294,137,152,183,"[[409 385]
 [339 304]
 [222 202]]","[[1697 1631]
 [1513 1336]
 [ 832  744]]","[[44.82376153 47.72855382]
 [36.91916682 42.26487821]
 [34.9131588  36.70159522]]","[[626 650]
 [396 468]
 [284 286]]","[[25.01999201 25.49509757]
 [19.89974874 21.63330765]
 [16.85229955 16.91153453]]","[[0.99999999 0.99999999]
 [0.99999998 0.99999999]
 [0.99999998 0.99999998]]"
2096,725,No,DSC00306.JPG,0.6185185185185186,0.2445652173913044,0.7215686274509804,139,152,184,"[[435 358]
 [293 316]
 [257 275]]","[[1937 1438]
 [1089 1118]
 [1013 1231]]","[[43.73070573 55.44286407]
 [41.60758457 34.30298153]
 [28.13860095 27.55471182]]","[[604 642]
 [416 356]
 [270 284]]","[[24.57641145 25.33771892]
 [20.39607805 18.86796226]
 [16.43167673 16.85229955]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999997]]"
